record_id,zone_id,building_type,timestamp,hour_of_day,day_of_week,is_weekend,month,temperature,occupancy_rate,energy_consumption,solar_generation,net_consumption,is_anomaly,efficiency_score
12,Zone_C_Industrial,Residential_High_Rise,2025-09-22 03:14:35.512667,3,0,0,9,21.26616405922577,0.768057985504766,108.26588408180415,0.0,108.26588408180415,0,0.0
13,Zone_F_Downtown,Shopping_Mall,2025-09-22 04:14:35.512667,4,0,0,9,22.017707545289614,0.8193056631636881,320.5394450294501,0.0,320.5394450294501,0,0.0
14,Zone_E_Tech_Park,Residential_Low_Rise,2025-09-22 05:14:35.512667,5,0,0,9,22.637414662495637,0.7708350477183376,70.2082443764529,0.0,70.2082443764529,0,0.0
15,Zone_B_Commercial,Office,2025-09-22 06:14:35.512667,6,0,0,9,17.585370966489872,0.2100655454912467,82.93340781495417,0.0,82.93340781495417,0,0.0
16,Zone_D_Mixed,Residential_High_Rise,2025-09-22 07:14:35.512667,7,0,0,9,20.374455847356412,0.8520968944525082,117.36080593999517,0.0,117.36080593999517,0,0.0
17,Zone_F_Downtown,Hotel,2025-09-22 08:14:35.512667,8,0,0,9,21.985468239289247,0.821992024586752,207.68428863330175,0.0,207.68428863330175,0,0.0
18,Zone_F_Downtown,Office,2025-09-22 09:14:35.512667,9,0,0,9,18.58058888112548,0.9040535386327533,188.80539378675945,35.42274056977506,153.3826532169844,0,0.0
19,Zone_B_Commercial,Residential_Low_Rise,2025-09-22 10:14:35.512667,10,0,0,9,19.542880587324163,0.379157965667089,47.26927388486762,0.0,47.26927388486762,0,0.0
20,Zone_D_Mixed,Residential_High_Rise,2025-09-22 11:14:35.512667,11,0,0,9,20.99678593575107,0.5488664872486603,85.45677042391996,0.0,85.45677042391996,0,0.0
21,Zone_E_Tech_Park,Shopping_Mall,2025-09-22 12:14:35.512667,12,0,0,9,21.22997780195966,0.720717189234578,273.64906664161657,0.0,273.64906664161657,0,0.0
22,Zone_A_Residential,Factory,2025-09-22 13:14:35.512667,13,0,0,9,22.472163615595417,0.8938970942466098,437.74762347224305,0.0,437.74762347224305,0,2.2772534293439395
23,Zone_D_Mixed,Shopping_Mall,2025-09-22 14:14:35.512667,14,0,0,9,19.363997664891585,0.8612686007917509,264.5914621944599,0.0,264.5914621944599,0,0.0
24,Zone_B_Commercial,School,2025-09-22 15:14:35.512667,15,0,0,9,24.897740708856176,0.8332841805113442,244.9624234696122,0.0,244.9624234696122,0,0.0
25,Zone_F_Downtown,Shopping_Mall,2025-09-22 16:14:35.512667,16,0,0,9,21.54788923665111,0.7499571715155249,239.72705267553192,25.41457671937945,214.31247595615247,0,5.1660793205968725
26,Zone_E_Tech_Park,Hotel,2025-09-22 17:14:35.512667,17,0,0,9,22.599989244197232,0.642107821192337,236.657285239645,0.0,236.657285239645,0,0.0
27,Zone_D_Mixed,Factory,2025-09-22 18:14:35.512667,18,0,0,9,21.140013218394984,0.6569972652689835,458.18432420476364,0.0,458.18432420476364,0,0.0
28,Zone_A_Residential,School,2025-09-22 19:14:35.512667,19,0,0,9,23.041405889136595,0.13045024899333363,116.62477220517262,0.0,116.62477220517262,0,0.0
29,Zone_A_Residential,Factory,2025-09-22 20:14:35.512667,20,0,0,9,27.432882434318568,0.3013474250865931,346.37975067985604,0.0,346.37975067985604,0,0.0
30,Zone_C_Industrial,Hospital,2025-09-22 21:14:35.512667,21,0,0,9,21.366443512705636,0.32891182468493235,302.095215384022,0.0,302.095215384022,0,0.0
31,Zone_C_Industrial,Factory,2025-09-22 22:14:35.512667,22,0,0,9,20.954701387766146,0.8799784007366547,563.1954516447704,0.0,563.1954516447704,0,0.0
32,Zone_B_Commercial,Residential_High_Rise,2025-09-22 23:14:35.512667,23,0,0,9,20.18191709584952,0.7315670569807473,114.18550493254438,0.0,114.18550493254438,0,0.0
33,Zone_D_Mixed,Office,2025-09-23 00:14:35.512667,0,1,0,9,22.577508009120603,0.11331691125255583,89.44351129513444,0.0,89.44351129513444,0,0.0
34,Zone_D_Mixed,Hospital,2025-09-23 01:14:35.512667,1,1,0,9,22.626542406230083,0.48578652582429904,349.65118549530257,0.0,349.65118549530257,0,0.0
35,Zone_F_Downtown,Hospital,2025-09-23 02:14:35.512667,2,1,0,9,23.07804609102191,0.652907963972717,389.6581145047487,0.0,389.6581145047487,0,0.0
36,Zone_F_Downtown,Office,2025-09-23 03:14:35.512667,3,1,0,9,24.41182563425168,0.3845381932908799,115.29408703566291,0.0,115.29408703566291,0,0.0
37,Zone_F_Downtown,Hotel,2025-09-23 04:14:35.512667,4,1,0,9,24.116674264891692,0.7199325471308922,236.48739045527205,0.0,236.48739045527205,0,0.0
38,Zone_C_Industrial,Hospital,2025-09-23 05:14:35.512667,5,1,0,9,23.105482119452798,0.4658117813401001,290.2558819827965,0.0,290.2558819827965,0,0.0
39,Zone_D_Mixed,Factory,2025-09-23 06:14:35.512667,6,1,0,9,29.117086248688302,0.8634348109422891,592.2353427495356,0.0,592.2353427495356,0,0.0
40,Zone_D_Mixed,Shopping_Mall,2025-09-23 07:14:35.512667,7,1,0,9,25.410109444613923,0.3216246451591205,214.63754132564944,13.459580465375387,201.17796086027406,0,0.0
41,Zone_A_Residential,Residential_Low_Rise,2025-09-23 08:14:35.512667,8,1,0,9,20.152421604734702,0.9447635018166981,53.6246735777576,0.0,53.6246735777576,0,0.0
42,Zone_C_Industrial,Hotel,2025-09-23 09:14:35.512667,9,1,0,9,18.866467855307892,0.3351844204958694,577.8044003014501,0.0,147.06694163295947,1,0.0
43,Zone_E_Tech_Park,Factory,2025-09-23 10:14:35.512667,10,1,0,9,21.49673211884975,0.7523099838342997,449.17264352017577,166.89799419794898,282.27464932222676,0,25.156857161727707
44,Zone_C_Industrial,School,2025-09-23 11:14:35.512667,11,1,0,9,24.122987407393357,0.7113243847933632,221.91128538071808,48.47436871616576,173.4369166645523,0,0.0
45,Zone_E_Tech_Park,School,2025-09-23 12:14:35.512667,12,1,0,9,21.407566966255768,0.9328903605921267,312.74386139771394,0.0,312.74386139771394,0,0.0
46,Zone_A_Residential,Shopping_Mall,2025-09-23 13:14:35.512667,13,1,0,9,21.94395258923124,0.3651995380386835,227.36692980933947,38.45654338505982,188.91038642427964,0,0.0
47,Zone_B_Commercial,Hotel,2025-09-23 14:14:35.512667,14,1,0,9,23.985512400622188,0.3302874078162811,167.19776705140583,44.043999359205756,123.15376769220008,0,0.0
48,Zone_D_Mixed,Hotel,2025-09-23 15:14:35.512667,15,1,0,9,22.96157271259363,0.8335590928949685,247.37224317044462,36.06414000889977,211.30810316154486,0,0.0
49,Zone_A_Residential,Shopping_Mall,2025-09-23 16:14:35.512667,16,1,0,9,17.924264203352628,0.357476330350575,234.1489574781026,0.0,234.1489574781026,0,0.0
50,Zone_D_Mixed,Hotel,2025-09-23 17:14:35.512667,17,1,0,9,27.378462012039552,0.7787587744680502,260.60090353916803,0.0,260.60090353916803,0,0.0
51,Zone_F_Downtown,Hospital,2025-09-23 18:14:35.512667,18,1,0,9,26.76105329012749,0.7482207842736048,358.5116211237099,0.0,358.5116211237099,0,0.0
52,Zone_B_Commercial,Residential_High_Rise,2025-09-23 19:14:35.512667,19,1,0,9,20.449748393143853,0.8497195096220915,110.88247015131614,0.0,110.88247015131614,0,0.0
53,Zone_B_Commercial,Residential_High_Rise,2025-09-23 20:14:35.512667,20,1,0,9,24.554384766864388,0.7944906800548266,115.08052434212897,0.0,115.08052434212897,0,0.0
54,Zone_A_Residential,Hotel,2025-09-23 21:14:35.512667,21,1,0,9,21.11232354023802,0.8493483297797935,224.94578011621908,0.0,224.94578011621908,0,0.0
55,Zone_B_Commercial,Hospital,2025-09-23 22:14:35.512667,22,1,0,9,22.713515257830544,0.8226487535208746,351.1676915355812,0.0,351.1676915355812,0,0.0
56,Zone_E_Tech_Park,Hospital,2025-09-23 23:14:35.512667,23,1,0,9,26.075944984916397,0.5557482665738958,383.9809999523803,0.0,383.9809999523803,0,0.0
57,Zone_B_Commercial,Office,2025-09-24 00:14:35.512667,0,2,0,9,27.124856980059064,0.16951748689439447,107.27862282454643,0.0,107.27862282454643,0,0.0
58,Zone_D_Mixed,Office,2025-09-24 01:14:35.512667,1,2,0,9,27.13151642003458,0.18177150082552435,108.22266398179929,0.0,108.22266398179929,0,0.0
59,Zone_D_Mixed,Residential_Low_Rise,2025-09-24 02:14:35.512667,2,2,0,9,25.58261381476323,0.7550808943406384,49.26928571131681,0.0,49.26928571131681,0,0.0
60,Zone_D_Mixed,Residential_Low_Rise,2025-09-24 03:14:35.512667,3,2,0,9,28.749852810332005,0.835312990690136,62.70062580821829,0.0,62.70062580821829,0,0.0
61,Zone_D_Mixed,Residential_Low_Rise,2025-09-24 04:14:35.512667,4,2,0,9,23.168314901711852,0.9171347071425744,67.40773956752034,0.0,67.40773956752034,0,0.0
62,Zone_E_Tech_Park,Residential_Low_Rise,2025-09-24 05:14:35.512667,5,2,0,9,23.909496138539144,0.8934029917995425,63.20893787376473,0.0,63.20893787376473,0,0.0
63,Zone_C_Industrial,Shopping_Mall,2025-09-24 06:14:35.512667,6,2,0,9,17.366497099364516,0.7773062759672635,245.72743389337154,0.0,245.72743389337154,0,0.0
64,Zone_F_Downtown,Shopping_Mall,2025-09-24 07:14:35.512667,7,2,0,9,24.945816093664423,0.5689730950197873,308.63323410408793,0.0,308.63323410408793,0,0.0
65,Zone_A_Residential,Office,2025-09-24 08:14:35.512667,8,2,0,9,27.038273034441755,0.19673344953951405,66.02387005699588,0.0,66.02387005699588,0,0.0
66,Zone_D_Mixed,Residential_High_Rise,2025-09-24 09:14:35.512667,9,2,0,9,26.228774919494942,0.5272067312115157,219.57731240542245,0.0,87.14847880061276,1,0.0
67,Zone_B_Commercial,Hospital,2025-09-24 10:14:35.512667,10,2,0,9,23.57432929042022,0.7759789655126925,449.21654976713796,0.0,449.21654976713796,0,0.0
68,Zone_D_Mixed,School,2025-09-24 11:14:35.512667,11,2,0,9,28.052946672064188,0.8738384266201764,251.4709816820741,0.0,251.4709816820741,0,0.0
69,Zone_B_Commercial,Residential_High_Rise,2025-09-24 12:14:35.512667,12,2,0,9,25.37043677756889,0.30963213676268053,67.75103936000365,44.614215339929174,23.13682402007447,0,27.61421221780016
70,Zone_F_Downtown,Factory,2025-09-24 13:14:35.512667,13,2,0,9,27.963342505274433,0.6538108128410903,409.00217064893917,0.0,409.00217064893917,0,0.0
71,Zone_F_Downtown,Shopping_Mall,2025-09-24 14:14:35.512667,14,2,0,9,27.19421341882925,0.5082274975487309,301.1335530659429,43.81119765813036,257.32235540781255,0,0.0
72,Zone_F_Downtown,Residential_Low_Rise,2025-09-24 15:14:35.512667,15,2,0,9,30.080556433818483,0.35885782470797023,36.7248097470615,33.33582086774458,3.388988879316919,0,82.10944233801054
73,Zone_B_Commercial,Residential_Low_Rise,2025-09-24 16:14:35.512667,16,2,0,9,26.895942610623344,0.5083185790026896,47.87959367475757,30.245697693383164,17.63389598137441,0,33.24521725258261
74,Zone_D_Mixed,Factory,2025-09-24 17:14:35.512667,17,2,0,9,27.77805588631626,0.4611156814116467,491.5461228288769,0.0,491.5461228288769,0,0.0
75,Zone_F_Downtown,Residential_High_Rise,2025-09-24 18:14:35.512667,18,2,0,9,25.787998965405173,0.9282102897389639,94.72034063442669,0.0,94.72034063442669,0,0.0
76,Zone_E_Tech_Park,Residential_Low_Rise,2025-09-24 19:14:35.512667,19,2,0,9,24.578943839850222,0.7745197684407987,50.63288501815008,0.0,50.63288501815008,0,0.0
77,Zone_B_Commercial,Residential_High_Rise,2025-09-24 20:14:35.512667,20,2,0,9,27.628811375937676,0.8387951499109109,131.95275390583927,0.0,131.95275390583927,0,0.0
78,Zone_B_Commercial,Hospital,2025-09-24 21:14:35.512667,21,2,0,9,30.733338458995323,0.7966572981909802,467.4925551062577,0.0,467.4925551062577,0,0.0
79,Zone_D_Mixed,Factory,2025-09-24 22:14:35.512667,22,2,0,9,24.445561966729432,0.54127100281643,416.05156321027727,0.0,416.05156321027727,0,0.0
80,Zone_B_Commercial,School,2025-09-24 23:14:35.512667,23,2,0,9,25.616373216414875,0.3485973877723081,150.5198865401629,0.0,150.5198865401629,0,0.0
81,Zone_B_Commercial,Residential_High_Rise,2025-09-25 00:14:35.512667,0,3,0,9,26.507827402518416,0.8809240993671655,142.3427373309345,0.0,142.3427373309345,0,0.0
82,Zone_F_Downtown,Hospital,2025-09-25 01:14:35.512667,1,3,0,9,28.549169413126975,0.8525195718498928,424.25550006895884,0.0,424.25550006895884,0,0.0
83,Zone_D_Mixed,Hotel,2025-09-25 02:14:35.512667,2,3,0,9,27.59696423856956,0.49550073755385926,249.7511787189847,0.0,249.7511787189847,0,0.0
84,Zone_F_Downtown,Hotel,2025-09-25 03:14:35.512667,3,3,0,9,29.365389951457576,0.36301683886807934,187.88205891058328,0.0,187.88205891058328,0,0.0
85,Zone_F_Downtown,Residential_High_Rise,2025-09-25 04:14:35.512667,4,3,0,9,32.61303449051202,0.8075873744826068,159.78989418004406,0.0,159.78989418004406,0,0.0
86,Zone_D_Mixed,Hotel,2025-09-25 05:14:35.512667,5,3,0,9,24.83919814619801,0.7714880815134829,220.74600848806176,0.0,220.74600848806176,0,0.0
87,Zone_A_Residential,Residential_High_Rise,2025-09-25 06:14:35.512667,6,3,0,9,28.649170535061156,0.8126087783475138,139.41089637518238,2.4656136752681848,136.9452826999142,0,0.0
88,Zone_F_Downtown,Residential_Low_Rise,2025-09-25 07:14:35.512667,7,3,0,9,27.84546509149905,0.7654969825482676,56.443297505751694,0.0,56.443297505751694,0,0.0
89,Zone_E_Tech_Park,Office,2025-09-25 08:14:35.512667,8,3,0,9,27.003704356873822,0.10828095327190444,106.56308924692894,24.203076388013237,82.3600128589157,0,0.0
90,Zone_E_Tech_Park,Hotel,2025-09-25 09:14:35.512667,9,3,0,9,28.82734831402886,0.4878142817734964,218.61849450148455,42.9151266681726,175.70336783331194,0,0.0
91,Zone_B_Commercial,Shopping_Mall,2025-09-25 10:14:35.512667,10,3,0,9,26.270658750670236,0.7280286666978828,300.048787200785,0.0,300.048787200785,0,0.0
92,Zone_E_Tech_Park,Residential_High_Rise,2025-09-25 11:14:35.512667,11,3,0,9,28.10164168648278,0.34428412686802096,84.7625143356054,0.0,84.7625143356054,0,0.0
93,Zone_B_Commercial,Residential_High_Rise,2025-09-25 12:14:35.512667,12,3,0,9,23.277520714244666,0.4022638140921714,77.16885008864939,0.0,77.16885008864939,0,0.0
94,Zone_A_Residential,Residential_High_Rise,2025-09-25 13:14:35.512667,13,3,0,9,25.63729787580541,0.3060694385115337,74.24444873486412,0.0,74.24444873486412,0,0.0
95,Zone_D_Mixed,Office,2025-09-25 14:14:35.512667,14,3,0,9,30.456099458520992,0.8804387508064977,193.81337958387397,0.0,193.81337958387397,0,0.0
96,Zone_D_Mixed,Hospital,2025-09-25 15:14:35.512667,15,3,0,9,30.400022315914505,0.8284098282307053,496.8871343987757,0.0,496.8871343987757,0,0.0
97,Zone_D_Mixed,Hotel,2025-09-25 16:14:35.512667,16,3,0,9,28.209748144928497,0.6411169906128206,277.0475420789389,0.0,277.0475420789389,0,0.0
98,Zone_E_Tech_Park,School,2025-09-25 17:14:35.512667,17,3,0,9,26.130407944720787,0.7064680264731578,246.9092272853322,0.0,246.9092272853322,0,0.0
99,Zone_A_Residential,School,2025-09-25 18:14:35.512667,18,3,0,9,30.02289329128255,0.16528759376485996,151.02799309122148,0.0,151.02799309122148,0,0.0
100,Zone_E_Tech_Park,Factory,2025-09-25 19:14:35.512667,19,3,0,9,31.31352180049022,0.5630814811769569,547.4851270636483,0.0,547.4851270636483,0,0.0
101,Zone_E_Tech_Park,Residential_Low_Rise,2025-09-25 20:14:35.512667,20,3,0,9,26.42334382151674,0.8468953051403714,65.53116194403103,0.0,65.53116194403103,0,0.0
102,Zone_A_Residential,Office,2025-09-25 21:14:35.512667,21,3,0,9,23.351186773921754,0.24888290274114136,91.97048135298401,0.0,91.97048135298401,0,0.0
103,Zone_A_Residential,Hospital,2025-09-25 22:14:35.512667,22,3,0,9,29.118864390931765,0.8495196278467629,389.32298814806194,0.0,389.32298814806194,0,0.0
104,Zone_A_Residential,Residential_High_Rise,2025-09-25 23:14:35.512667,23,3,0,9,30.567386400746468,0.9346590791003763,146.95729684856232,0.0,146.95729684856232,0,0.0
105,Zone_A_Residential,Hospital,2025-09-26 00:14:35.512667,0,4,0,9,29.642558115081453,0.36429147752349933,331.0440977247672,0.0,331.0440977247672,0,0.0
106,Zone_D_Mixed,Office,2025-09-26 01:14:35.512667,1,4,0,9,32.62877099460218,0.14151726346220161,107.15649924411728,0.0,107.15649924411728,0,0.0
107,Zone_C_Industrial,Office,2025-09-26 02:14:35.512667,2,4,0,9,32.69425709705736,0.20741647366971944,102.12079514567972,0.0,102.12079514567972,0,0.0
108,Zone_C_Industrial,Office,2025-09-26 03:14:35.512667,3,4,0,9,27.122376716231674,0.2263704645701784,99.96558906381983,0.0,99.96558906381983,0,0.0
109,Zone_A_Residential,Factory,2025-09-26 04:14:35.512667,4,4,0,9,28.68715310048083,0.6516400155966754,501.4871377897904,0.0,501.4871377897904,0,0.0
110,Zone_C_Industrial,Shopping_Mall,2025-09-26 05:14:35.512667,5,4,0,9,26.651550657524062,0.7638958498725941,290.9507326617571,0.0,290.9507326617571,0,0.0
111,Zone_C_Industrial,Residential_Low_Rise,2025-09-26 06:14:35.512667,6,4,0,9,25.125329353067947,0.7339419263904357,57.51430909434614,0.0,57.51430909434614,0,0.0
112,Zone_A_Residential,Factory,2025-09-26 07:14:35.512667,7,4,0,9,25.35094397181419,0.7815838176465243,491.50831776611875,0.0,491.50831776611875,0,0.0
113,Zone_C_Industrial,Factory,2025-09-26 08:14:35.512667,8,4,0,9,30.441439785339547,0.6660169880851885,536.348456717874,0.0,536.348456717874,0,0.0
114,Zone_E_Tech_Park,Hotel,2025-09-26 09:14:35.512667,9,4,0,9,29.247520782731012,0.8885306764770011,243.81723078097983,0.0,243.81723078097983,0,0.0
115,Zone_B_Commercial,Shopping_Mall,2025-09-26 10:14:35.512667,10,4,0,9,31.056588200956757,0.6907006068495194,299.0047002718027,44.18291973748232,254.82178053432034,0,0.0
116,Zone_B_Commercial,Factory,2025-09-26 11:14:35.512667,11,4,0,9,36.02877868802823,0.7296549028444307,515.9420705313435,0.0,515.9420705313435,0,0.0
117,Zone_A_Residential,Office,2025-09-26 12:14:35.512667,12,4,0,9,29.980083771288452,0.7488022166005424,206.87469591868285,46.22111563395866,160.65358028472417,0,0.0
118,Zone_D_Mixed,Office,2025-09-26 13:14:35.512667,13,4,0,9,26.16263990623973,0.892215488839759,195.07961326748048,0.0,195.07961326748048,0,0.0
119,Zone_A_Residential,Hotel,2025-09-26 14:14:35.512667,14,4,0,9,31.677053469045998,0.3475597066099042,231.27089029919193,0.0,231.27089029919193,0,0.0
120,Zone_D_Mixed,Hospital,2025-09-26 15:14:35.512667,15,4,0,9,26.196754727391934,0.6939182617129117,364.3237923548437,0.0,364.3237923548437,0,0.0
121,Zone_B_Commercial,Residential_High_Rise,2025-09-26 16:14:35.512667,16,4,0,9,33.905264692198614,0.3166718726546104,78.38034642426109,28.742546849414797,49.6377995748463,0,0.0
122,Zone_A_Residential,Factory,2025-09-26 17:14:35.512667,17,4,0,9,22.78920948338296,0.3691354927857581,319.71317584380563,0.0,319.71317584380563,0,0.0
123,Zone_F_Downtown,Residential_High_Rise,2025-09-26 18:14:35.512667,18,4,0,9,27.106550220386666,0.7269665685791477,101.13123970052995,0.0,101.13123970052995,0,0.0
124,Zone_E_Tech_Park,Residential_Low_Rise,2025-09-26 19:14:35.512667,19,4,0,9,30.654585945952594,0.7131210162056391,55.99843446674753,0.0,55.99843446674753,0,0.0
125,Zone_C_Industrial,School,2025-09-26 20:14:35.512667,20,4,0,9,32.3620389100629,0.19634167508376893,147.3505663804069,0.0,147.3505663804069,0,0.0
126,Zone_D_Mixed,Office,2025-09-26 21:14:35.512667,21,4,0,9,26.839158952911667,0.3983057373707609,117.47234411673668,0.0,117.47234411673668,0,0.0
127,Zone_F_Downtown,Hospital,2025-09-26 22:14:35.512667,22,4,0,9,26.335291338323707,0.5089352210769218,319.142056136273,0.0,319.142056136273,0,0.0
128,Zone_C_Industrial,Residential_Low_Rise,2025-09-26 23:14:35.512667,23,4,0,9,29.394445190929382,0.8901939783346374,68.45500980870786,0.0,68.45500980870786,0,0.0
129,Zone_C_Industrial,Hotel,2025-09-27 00:14:35.512667,0,5,1,9,34.71492201368883,0.37939020951426033,211.59301372092307,0.0,211.59301372092307,0,0.0
130,Zone_A_Residential,Hospital,2025-09-27 01:14:35.512667,1,5,1,9,24.410719943503167,0.5726946481592728,353.6673913765737,0.0,353.6673913765737,0,0.0
131,Zone_C_Industrial,School,2025-09-27 02:14:35.512667,2,5,1,9,28.1207175788491,0.13702316711297843,121.270543155456,0.0,121.270543155456,0,0.0
132,Zone_E_Tech_Park,School,2025-09-27 03:14:35.512667,3,5,1,9,29.880167767942794,0.13841943401864082,121.46128022597046,0.0,121.46128022597046,0,0.0
133,Zone_F_Downtown,Hotel,2025-09-27 04:14:35.512667,4,5,1,9,26.74760648670241,0.3598140219444228,199.31107677690377,0.0,199.31107677690377,0,0.0
134,Zone_C_Industrial,Shopping_Mall,2025-09-27 05:14:35.512667,5,5,1,9,26.77244209072145,0.5592264918167593,1098.5159450108874,0.0,289.77657845588965,1,0.0
135,Zone_A_Residential,Hotel,2025-09-27 06:14:35.512667,6,5,1,9,28.504873690699046,0.34532095244920163,268.1869843439786,0.0,268.1869843439786,0,0.0
136,Zone_E_Tech_Park,Office,2025-09-27 07:14:35.512667,7,5,1,9,30.11692480326129,0.28196227127113216,110.49759839157755,1.3586198444970812,109.13897854708047,0,0.0
137,Zone_B_Commercial,Residential_Low_Rise,2025-09-27 08:14:35.512667,8,5,1,9,28.686653606177888,0.8119750803929886,67.66492022559127,0.0,67.66492022559127,0,0.0
138,Zone_F_Downtown,Shopping_Mall,2025-09-27 09:14:35.512667,9,5,1,9,33.70087263691814,0.8031396848627288,331.24926841950327,0.0,331.24926841950327,0,0.0
139,Zone_C_Industrial,School,2025-09-27 10:14:35.512667,10,5,1,9,31.11361560017727,0.2958928899411024,221.03829980027965,0.0,221.03829980027965,0,0.0
140,Zone_A_Residential,Residential_Low_Rise,2025-09-27 11:14:35.512667,11,5,1,9,30.516213962129193,0.8694447947050599,63.076438280297246,0.0,63.076438280297246,0,0.0
141,Zone_B_Commercial,Hospital,2025-09-27 12:14:35.512667,12,5,1,9,32.4798870657842,0.840906454280504,465.2269814225202,31.297274360044973,433.92970706247525,0,0.0
142,Zone_B_Commercial,Shopping_Mall,2025-09-27 13:14:35.512667,13,5,1,9,30.628823585166554,0.38122051230180143,272.56820786354683,0.0,272.56820786354683,0,0.0
143,Zone_D_Mixed,Shopping_Mall,2025-09-27 14:14:35.512667,14,5,1,9,28.12562587408876,0.7979961875174616,326.8770542181648,0.0,326.8770542181648,0,0.0
144,Zone_E_Tech_Park,Office,2025-09-27 15:14:35.512667,15,5,1,9,28.693779192778845,0.15424346664199517,132.27311430641518,21.602092227702343,110.67102207871284,0,0.0
145,Zone_C_Industrial,Hotel,2025-09-27 16:14:35.512667,16,5,1,9,26.122256522117276,0.5835588233052966,211.5076910182439,0.0,211.5076910182439,0,0.0
146,Zone_A_Residential,Residential_High_Rise,2025-09-27 17:14:35.512667,17,5,1,9,35.5518040671055,0.8616456622735831,118.52821305708532,1.8263531766857692,116.70185988039955,0,0.0
147,Zone_D_Mixed,Hospital,2025-09-27 18:14:35.512667,18,5,1,9,32.355219468832544,0.8421261555211284,406.55687002460775,5.679729620382665,400.8771404042251,0,0.0
148,Zone_E_Tech_Park,Hospital,2025-09-27 19:14:35.512667,19,5,1,9,21.909452089230445,0.8465962805578453,424.9287488324859,0.0,424.9287488324859,0,0.0
149,Zone_D_Mixed,Hotel,2025-09-27 20:14:35.512667,20,5,1,9,33.61200225731216,0.355261426285107,262.3108944820533,0.0,262.3108944820533,0,0.0
150,Zone_F_Downtown,Shopping_Mall,2025-09-27 21:14:35.512667,21,5,1,9,25.238506610764386,0.5187332932926351,209.38321053425156,0.0,209.38321053425156,0,0.0
151,Zone_E_Tech_Park,Shopping_Mall,2025-09-27 22:14:35.512667,22,5,1,9,31.22126519681952,0.7759051240105301,357.31104775683616,0.0,357.31104775683616,0,0.0
152,Zone_E_Tech_Park,Office,2025-09-27 23:14:35.512667,23,5,1,9,23.069399143247054,0.2406313778464451,98.09269068388886,0.0,98.09269068388886,0,0.0
153,Zone_C_Industrial,Residential_High_Rise,2025-09-28 00:14:35.512667,0,6,1,9,28.418569238870248,0.7065881112552069,113.23632719888136,0.0,113.23632719888136,0,0.0
154,Zone_E_Tech_Park,Hospital,2025-09-28 01:14:35.512667,1,6,1,9,33.74649972720228,0.5699336430341699,406.0390854180257,0.0,406.0390854180257,0,0.0
155,Zone_D_Mixed,School,2025-09-28 02:14:35.512667,2,6,1,9,33.93360230771066,0.2658506190247235,145.79836163950722,0.0,145.79836163950722,0,0.0
156,Zone_E_Tech_Park,Factory,2025-09-28 03:14:35.512667,3,6,1,9,30.68328624961124,0.7426106624002637,540.4487665648055,0.0,540.4487665648055,0,0.0
157,Zone_C_Industrial,Factory,2025-09-28 04:14:35.512667,4,6,1,9,32.14387038705163,0.5471098753993936,466.03290147436854,0.0,466.03290147436854,0,0.0
158,Zone_C_Industrial,Residential_High_Rise,2025-09-28 05:14:35.512667,5,6,1,9,25.558536368783056,0.8837902805866888,122.15619001320917,0.0,122.15619001320917,0,0.0
